id,ik,locationName,address,coordinates,distance,email,website,furtherProducts,phone,adress,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
31094,305506262,Kunigunden-Apotheke Michael Bruske,"{'street': 'Leipziger Str. 478', 'streetAddition': '', 'zip': '34260', 'city': 'Kaufungen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.284542856421, 'lon': 9.6055853505989}",0,kunigunden-apotheke@gmx.de,kunigunden-apotheke.de,[],+49 5605 2204,"Leipzigerstr. 478, 34260 Kaufungen",Apothekenleistungen und Gesundheitsberatung,"Kunigunden-Apotheke Inhaber Michael Bruske e.K. ist eine Apotheke, sich auf die Beratung und den Verkauf von Medikamenten und Gesundheitsprodukten spezialisiert hat. Die wichtigsten Merkmale des Unternehmens sind die individuelle und diskrete Beratung, Vielfalt an Produkten und Nutzung moderner Technologien wie E-Rezepte und Online-Bestellungen. Der Hauptzweck der Geschäftstätigkeit der Kunigunden-Apotheke ist die Förderung der Gesundheit und des Wohlbefindens ihrer Kunden durch die Bereitstellung von qualitativ hochwertigen Produkten und Dienstleistungen.",,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kunigunden-Apotheke-Inhaber-Michael-Bruske-eK-Kaufungen
36175,308512051,Kur-Apotheke A.Freiherr von Waldenfels,"{'street': 'Perfallstr. 1 a', 'streetAddition': '', 'zip': '83727', 'city': 'Schliersee', 'phone': '', 'title': '', 'active': False}","{'lat': 47.734578981994, 'lon': 11.862382953694}",0,,,[],,,,,,,,,
35392,308510652,Kur-Apotheke Anette Koch,"{'street': 'Gartenstr. 2', 'streetAddition': '', 'zip': '83075', 'city': 'Bad Feilnbach', 'phone': '', 'title': '', 'active': False}","{'lat': 47.773361953686, 'lon': 12.006429965459}",0,kuapo-bf04@gmx.de,kur-apotheke-bf.de,[],+49 8066 242,"Gartenstraße 2, 83075 Bad Feilnbach",Apothekenbetrieb,"Kur-Apotheke Bad Feilnbach Inh. Apothekerin Anette Koch e.K. ist eine Apotheke, medizinische Produkte und Dienstleistungen anbietet. Das Unternehmen zeichnet sich durch seine professionelle Beratung und Versorgung der Kunden aus. Der Zweck der Geschäftstätigkeit ist es, Gesundheit und Wohlbefinden der Kunden zu fördern.",Anette Koch,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kur-Apotheke-Bad-Feilnbach-Inh-Apothekerin-Anette-Koch-eK-Bad-Feilnbach
33539,305702761,Kur-Apotheke Armin Spychalski e.K.,"{'street': 'Herborner Str. 3', 'streetAddition': '', 'zip': '35080', 'city': 'Bad Endbach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.752156957609, 'lon': 8.4949859477541}",0,kurapotheke.endbach@t-online.de,kur-apotheke-bad-endbach.de,[],+49 2776 91050,"Herbornerstr. 3, 35080 Bad Endbach",Apothekenleistungen,"Kur-Apotheke Inh. Armin Spychalski e.K. ist ein Unternehmen, sich auf die Bereitstellung von Gesundheitsdienstleistungen und Produkten spezialisiert hat. Sie bietet eine Vielzahl von Service-Leistungen und Gesundheits-Magazinen an, um ihre Kunden umfassend zu betreuen.",Armin Spychalski,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kur-Apotheke-Inh-Armin-Spychalski-eK-Bad-Endbach
23130,309104060,Kur-Apotheke Arnold Eicke,"{'street': 'Füssener Str. 2', 'streetAddition': '', 'zip': '87484', 'city': 'Nesselwang', 'phone': '', 'title': '', 'active': False}","{'lat': 47.621178978169, 'lon': 10.501818968711}",0,,,[],,,,,,,,,
36254,308510549,Kur-Apotheke Dr. Marion Bensch-Ohnrich,"{'street': 'Kufsteiner Str. 21', 'streetAddition': '', 'zip': '83088', 'city': 'Kiefersfelden', 'phone': '', 'title': '', 'active': False}","{'lat': 47.612993977705, 'lon': 12.189302972288}",0,,,[],+49 8033 7688,"Mühlenstraße 21, 83088 Kiefersfelden",Pharmazie,Betrieb einer Apotheke.,,HRA 8313 Amtsgericht Traunstein,,,https://www.companyhouse.de/Kur-Apotheke-Dr-Marion-Bensch-Ohnrich-eK-Kiefersfelden
33815,305310380,Kur-Apotheke Farzan Nikzad Alhosseni Dehkordi,"{'street': 'Frankfurterstr. 15', 'streetAddition': '', 'zip': '61476', 'city': 'Kronberg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.179121951399, 'lon': 8.5135709231727}",0,,,[],,,,,,,,,
38908,308504255,Kur-Apotheke Helmut Ratzeck,"{'street': 'Bahnhofstr. 16', 'streetAddition': '', 'zip': '83661', 'city': 'Lenggries', 'phone': '', 'title': '', 'active': False}","{'lat': 47.680548973391, 'lon': 11.576344994186}",0,,,[],+49 8042 9444,"Bahnhofstr. 16, 83661 Lenggries",Einzelhandel,,,,,,https://www.companyhouse.de/Kur-Apotheke-Helmut-Ratzeck-e-Kfm-Lenggries
8350,300300673,Kur-Apotheke Karsten Jantos,"{'street': 'Kirchenplatz 5', 'streetAddition': '', 'zip': '18119', 'city': 'Rostock', 'phone': '', 'title': '', 'active': False}","{'lat': 54.176590960287, 'lon': 12.084024912565}",0,,,[],,,,,,,,,
7148,305304155,Kur-Apotheke Peter M. Lietz & Marcel Lietz oHG,"{'street': 'Alleestr. 1', 'streetAddition': '', 'zip': '65812', 'city': 'Bad Soden', 'phone': '', 'title': '', 'active': False}","{'lat': 50.141567956457, 'lon': 8.5036829871773}",0,,,[],,,,,,,,,
27524,305801545,Kur-Apotheke Simone Schwab e.K.,"{'street': 'An den Quellen 3', 'streetAddition': '', 'zip': '65183', 'city': 'Wiesbaden', 'phone': '', 'title': '', 'active': False}","{'lat': 50.083448943353, 'lon': 8.2429319740964}",0,,,[],,"An den Quellen 3, 65183 Wiesbaden",Einzelhandel,,Simone Schwab,,,,https://www.companyhouse.de/Kur-Apotheke-Simone-Schwab-eK-Wiesbaden
20186,305206942,Kur Apotheke Vesna Hahnewald,"{'street': 'Bahnhofstr. 11', 'streetAddition': '', 'zip': '64732', 'city': 'Bad König', 'phone': '', 'title': '', 'active': False}","{'lat': 49.741348960957, 'lon': 9.0043029559076}",0,,,[],,"Bahnhofstraße 11, 64732 Bad König",Pharmazie,Apotheke Vesna Hahnewald e.K,,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kur-Apotheke-Vesna-Hahnewald-eK-Bad-Koenig
32990,305502645,Kur-Bad Apotheke Bernd Becker  ARZ-NR. 20066            DAR,"{'street': 'Brunnenallee 38', 'streetAddition': '', 'zip': '34537', 'city': 'Bad Wildungen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.115648979777, 'lon': 9.1131689767063}",0,,,[],,,,,,,,,
20675,305505329,Kurbad-Apotheke Saskia Hildwein  Filialapotheke,"{'street': 'Eichhofstr. 3', 'streetAddition': '', 'zip': '36251', 'city': 'Bad Hersfeld', 'phone': '', 'title': '', 'active': False}","{'lat': 50.865072981878, 'lon': 9.7029419763144}",0,,,[],,,,,,,,,
6628,309508091,Kurmark-Apotheke Michael Joachimmeyer,"{'street': 'Kurfürstenstr. 154', 'streetAddition': '', 'zip': '10785', 'city': 'Berlin', 'phone': '', 'title': '', 'active': False}","{'lat': 52.500861219618, 'lon': 13.358810567698}",0,,,[],+49 30 2612460,"Kurfürstenstraße 154, 10785 Berlin",Pharmazie,Betreiben einer Apotheke.,,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kurmark-Apotheke-Inh-Mohamad-Nour-Barakat-Berlin
16789,305905367,Kurort-Apotheke an der Salza Eckhard Gast,"{'street': 'Bahnhofstr. 1', 'streetAddition': '', 'zip': '99947', 'city': 'Bad Langensalza', 'phone': '', 'title': '', 'active': False}","{'lat': 51.058829190084, 'lon': 10.682545271505}",0,,,[],,"Bahnhofstr. 1, 99947 Klettstedt",Pharmazie,Betreiben einer Apotheke.,,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kurort-Apotheke-an-der-Salza-e-K-Inhaber-Eckhard-Gast-Klettstedt
21845,305314556,Kurpark-Apotheke Christian Weisbecker,"{'street': 'Ludwig-Schmank-Str. 5', 'streetAddition': '', 'zip': '63619', 'city': 'Bad Orb', 'phone': '', 'title': '', 'active': False}","{'lat': 50.224378987083, 'lon': 9.3501669167076}",0,,,[],,"Ludwig-Schmank-Straße 5, 63619 Bad Orb",Einzelhandel,,,,,,https://www.companyhouse.de/Kurpark-Apotheke-Christian-Weisbecker-eK-Bad-Orb
20338,309000920,Kurpark-Apotheke Stefan Lengdobler e.K.,"{'street': 'Kurallee 18', 'streetAddition': '', 'zip': '94072', 'city': 'Bad Füssing', 'phone': '', 'title': '', 'active': False}","{'lat': 48.351791957483, 'lon': 13.317127930032}",0,,,[],,,,,,,,,
22145,307006443,Kurpfalz-Apotheke Julian Moll e.K.,"{'street': 'Kleingemünder Str. 30', 'streetAddition': '', 'zip': '69118', 'city': 'Heidelberg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.417736955084, 'lon': 8.7604439532608}",0,,,[],,"Zähringerstraße 30, 69118 Heidelberg",Pharmazie,Betreiben einer Apotheke.,,HRA 706124 Amtsgericht Mannheim,,,https://www.companyhouse.de/Kurpfalz-Apotheke-Julian-Moll-eK-Heidelberg
37846,308903873,Labertal-Apotheke Stefanie Pappert,"{'street': 'Obere Hauptstr. 13', 'streetAddition': '', 'zip': '92364', 'city': 'Deining', 'phone': '', 'title': '', 'active': False}","{'lat': 49.225366970325, 'lon': 11.538156982637}",0,,,[],,,,,,,,,
34060,305600917,Lahn-Apotheke Dirk Höhler,"{'street': 'Ferdinand-Dirichs-Str. 1', 'streetAddition': '', 'zip': '65606', 'city': 'Villmar', 'phone': '', 'title': '', 'active': False}","{'lat': 50.397146967148, 'lon': 8.1937909839515}",0,,,[],,Limburg a. d. Lahn,Einzelhandel,,"Herbert Bauer, Wilfriede Birkenstock",,,,https://www.companyhouse.de/Lahn-Apotheke-Dirk-Hoehler-e-K-Limburg-a-d-Lahn
19087,305405669,Lahn-Apotheke Edith Sasse  Direktabrechnung,"{'street': 'Gießener Str. 14', 'streetAddition': '', 'zip': '35582', 'city': 'Wetzlar', 'phone': '', 'title': '', 'active': False}","{'lat': 50.559479986422, 'lon': 8.599261936777}",0,,,[],,,,,,,,,
20181,305702965,Lahn Apotheke Frederic Gun e.K.,"{'street': 'Wilhelmstr. 5 - 7', 'streetAddition': '', 'zip': '35037', 'city': 'Marburg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.805929960997, 'lon': 8.7678059165087}",0,,,[],,,,,,,,,
20180,305702976,Lahn Apotheke Frederic Gun e.K.  Blisterzentrum,"{'street': 'Wilhelmstr. 5 - 7', 'streetAddition': '', 'zip': '35037', 'city': 'Marburg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.805929960997, 'lon': 8.7678059165087}",0,,,[],,,,,,,,,
23458,305703089,Lahnfels-Apotheke Dr. Elena Marxer,"{'street': 'Lindenstr. 4', 'streetAddition': '', 'zip': '35094', 'city': 'Lahntal', 'phone': '', 'title': '', 'active': False}","{'lat': 50.866441968938, 'lon': 8.7400249773581}",0,,,[],+49 6423 92890,"Lindenstr. 4, 35094 Marburg",Apothekenleistungen und Beratung,,,,,,https://www.companyhouse.de/Lahnfels-Apotheke-Inhaberin-Apothekerin-Dr-Elena-Marxer-eKfr-Marburg
17446,590651598,LahnMed Inh. Silke Schmidt  Medizinfachhandel,"{'street': 'Zum Wehrholz 9', 'streetAddition': '', 'zip': '35619', 'city': 'Braunfels', 'phone': '', 'title': '', 'active': False}","{'lat': 50.495638095452, 'lon': 8.4265973848371}",0,,,[],,,,,,,,,
29246,305404635,Lahntal-Apotheke Anke Senzel,"{'street': 'Heinrich-Baumann-Str. 3', 'streetAddition': '', 'zip': '35606', 'city': 'Solms', 'phone': '', 'title': '', 'active': False}","{'lat': 50.553542098013, 'lon': 8.4176819649684}",0,,,[],,,,,,,,,
37436,305405340,Lahntal-Apotheke Anna Ursula Cavael,"{'street': 'Gießener Str. 37 a', 'streetAddition': '', 'zip': '35457', 'city': 'Lollar', 'phone': '', 'title': '', 'active': False}","{'lat': 50.646316992769, 'lon': 8.7030739459557}",0,,,[],,,,,,,,,
33725,305310701,Lamboy-Apotheke Dirk Sticha e.K.,"{'street': 'Otto-Wels-Str. 1', 'streetAddition': '', 'zip': '63452', 'city': 'Hanau', 'phone': '', 'title': '', 'active': False}","{'lat': 50.14024699736, 'lon': 8.92482891289}",0,sticha@gmx.de,lamboy-apotheke.de,[],+49 6181 12604,"Otto-Wels-Straße 1, 63452 Hanau",Apotheke,"Lamboy-Apotheke Dirk Sticha e.K. ist eine Apotheke, sich auf die Bereitstellung von Arzneimitteln und Gesundheitsberatung konzentriert. Die wichtigsten Merkmale des Unternehmens sind die Schwerpunkte auf Phytotherapie, Homöopathie, Biochemie und Anthroposophie, sowie Angebote von Tests, Blutuntersuchungen und Beratungsclips. Der Zweck der Geschäftstätigkeit ist es, den Kunden individuelle und umfassende Gesundheitsberatung und -versorgung anzubieten.",Dirk Sticha,Eingetragener Kaufmann,,,https://www.companyhouse.de/Lamboy-Apotheke-Dirk-Sticha-eK-Hanau
14165,330732232,Lammert GmbH Filiale Neubrunnenstrasse  Orthopädie-Technik,"{'street': 'Neubrunnenstr. 23', 'streetAddition': '', 'zip': '55116', 'city': 'Mainz', 'phone': '', 'title': '', 'active': False}","{'lat': 50.003005979561, 'lon': 8.2632409962082}",0,,,[],,,,,,,,,
11337,330730822,Lammert GmbH   Orthopädie-Technik,"{'street': 'Vor der Frecht 2 - 4', 'streetAddition': '', 'zip': '55128', 'city': 'Mainz', 'phone': '', 'title': '', 'active': False}","{'lat': 49.975480974419, 'lon': 8.2363349263128}",0,,,[],,,,,,,,,
9833,330713990,Lammert Scherer GmbH,"{'street': 'Mannheimer Str. 212', 'streetAddition': '', 'zip': '55543', 'city': 'Bad Kreuznach', 'phone': '', 'title': '', 'active': False}","{'lat': 49.839542953652, 'lon': 7.8653019678824}",0,info@conradt-scherer.de,,[],+49 6131 892180,"Vor der Frecht 2-4, 55128 Mainz",Großhandel,"Einkauf, Herstellung, Verarbeitung und Verkauf von orthopädischen Hilfsmitteln und Rehabilitationsmitteln sowie Verkauf von sonstigen Sanitätsartikeln.",Hans Werner Scherer,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Lammert-Scherer-GmbH-Mainz
10163,330733665,Lammert Scherer GmbH   Sanitätshaus,"{'street': 'Langenbeckstr. 1', 'streetAddition': '', 'zip': '55131', 'city': 'Mainz', 'phone': '', 'title': '', 'active': False}","{'lat': 49.992961984985, 'lon': 8.2592259760458}",0,,,[],,,,,,,,,
36859,306003437,Land-Apotheke Alexander Görg,"{'street': 'Pößnecker Str. 15', 'streetAddition': '', 'zip': '07387', 'city': 'Krölpa', 'phone': '', 'title': '', 'active': False}","{'lat': 50.677567996797, 'lon': 11.540501944855}",0,,,[],,,,,,,,,
7019,308203488,Land-Apotheke Hendrik Brunn,"{'street': 'Ernst-Thälmann-Str. 60', 'streetAddition': '', 'zip': '04886', 'city': 'Beilrode', 'phone': '', 'title': '', 'active': False}","{'lat': 51.572453964204, 'lon': 13.06869892804}",0,info@nachhaus-apo.de,nachhaus-apo.de,[],+49 3421 707220,"Ernst-Thälmann-Straße 60, 04886 Beilrode",Apotheken- und Medikamentenhandel,"Land-Apotheke, Inhaber Hendrik Brunn e.K., ist eine Apotheke, sich im Herzen von Ostelbien befindet und 2003 von Apotheker Hendrik Brunn gegründet wurde. Das Unternehmen ist bekannt für seine persönliche und kompetente Beratung sowie sein breites Sortiment an Medikamenten und Gesundheitsprodukten.","Hendrik Brunn, Bernd Lindner",Eingetragener Kaufmann,,,https://www.companyhouse.de/Land-Apotheke-Inhaber-Hendrik-Brunn-eK-Beilrode
8303,300400743,Land-Apotheke Holger Strauch,"{'street': 'Am Grünen Tor 2', 'streetAddition': '', 'zip': '17089', 'city': 'Burow', 'phone': '', 'title': '', 'active': False}","{'lat': 53.774144946935, 'lon': 13.27152297834}",0,,,[],,Großwoltersdorf,Großhandel,"Handel mit Arzneimitteln, Verbandstoffen und Medizintechnik im Bereich Pharmazie.",,HRA 1462 Amtsgericht Neubrandenburg,,,https://www.companyhouse.de/Land-Apotheke-Holger-Strauch-eK-Grosswoltersdorf
22105,307808842,Land Apotheke Horgenzell Dr. rer. nat. Holger Schwarz,"{'street': 'Kornstr. 16', 'streetAddition': '', 'zip': '88263', 'city': 'Horgenzell', 'phone': '', 'title': '', 'active': False}","{'lat': 47.805562944113, 'lon': 9.4978119506803}",0,,,[],,,,,,,,,
16863,305905301,Land-Apotheke Küllstedt Christine Winkler e.K.,"{'street': 'Poststr. 13', 'streetAddition': '', 'zip': '37359', 'city': 'Küllstedt', 'phone': '', 'title': '', 'active': False}","{'lat': 51.275722978428, 'lon': 10.281717979877}",0,,,[],,,,,,,,,
7628,300603214,Land-Apotheke Leegebruch Christiane Patzelt e. Kfr.,"{'street': 'Eichenallee 8', 'streetAddition': '', 'zip': '16767', 'city': 'Leegebruch', 'phone': '', 'title': '', 'active': False}","{'lat': 52.723600979575, 'lon': 13.191005991277}",0,,,[],+49 3304 522452,"Eichenallee 8, 16767 Leegebruch",Apotheke,"Land-Apotheke Leegebruch Christiane Patzelt e. Kfr. ist eine Apotheke, sich auf die Versorgung ihrer Kunden mit Arzneimitteln, Kosmetika und Gesundheitsberatung konzentriert. Das Unternehmen bietet eine Vielzahl von Dienstleistungen an, darunter die Abholung von Medikamenten, Verwaltung von Rezepten und Suche nach Notdienstapotheken.",Christiane Patzelt,Eingetragener Kaufmann,,,https://www.companyhouse.de/Land-Apotheke-Leegebruch-Christiane-Patzelt-e-Kfr-Leegebruch
38207,309004105,Landgerichts-Apotheke Schuldes Apotheken OHG,"{'street': 'Landshuterstr. 53 b', 'streetAddition': '', 'zip': '84056', 'city': 'Rottenburg', 'phone': '', 'title': '', 'active': False}","{'lat': 48.69555098726, 'lon': 12.026801959472}",0,,,[],,,,,,,,,
32199,305504885,Landgrafen-Apotheke Ulla Harras,"{'street': 'Landgrafenstr. 42', 'streetAddition': '', 'zip': '37235', 'city': 'Hessisch Lichtenau', 'phone': '', 'title': '', 'active': False}","{'lat': 51.196387983312, 'lon': 9.7205959377725}",0,,,[],+49 5602 93550,"Landgrafenstraße 42a, 37235 Hessisch Lichtenau",Pharmazie,,,,,,https://www.companyhouse.de/Landgrafen-Apotheke-Hessisch-Lichtenau-Inhaberin-Ulla-Harras-e-K-Hessisch-Lichtenau
12603,330930038,Lange GmbH   Sanitätshaus,"{'street': 'Marienstr. 6', 'streetAddition': '', 'zip': '92224', 'city': 'Amberg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.44515695804, 'lon': 11.867666934027}",0,,,[],,,,,,,,,
33904,305403929,Langgass-Apotheke Emil Hanna e.K.,"{'street': 'Langgasse 68', 'streetAddition': '', 'zip': '35576', 'city': 'Wetzlar', 'phone': '', 'title': '', 'active': False}","{'lat': 50.558391974555, 'lon': 8.4983999949914}",0,,,[],,"Langgasse, 35578 Wetzlar",Einzelhandel,,Erdmute Bahr,,,,https://www.companyhouse.de/Langgass-Apotheke-Inhaber-Emil-Hanna-eK-Wetzlar
14303,330332136,LAPPE Reha-Technik GmbH & Co. KG,"{'street': 'Kurze Bülten 15', 'streetAddition': '', 'zip': '29549', 'city': 'Bad Bevensen', 'phone': '', 'title': '', 'active': False}","{'lat': 53.072010998247, 'lon': 10.582068976471}",0,,,[],+49 5821 992211,"Kurze Bülten 15, 29549 Bad Bevensen",Großhandel,Sanitätshaus,"Johanna Lappe, Christoph Lappe",HRA 200343 Amtsgericht Lüneburg,,,https://www.companyhouse.de/Lappe-Reha-Technik-GmbH-Co-KG-Bad-Bevensen
13687,330915471,"""Laufwerk - Orthopädieschuh & Technik Reich - bewegt""  Orthopädie-Technik","{'street': 'Am Dumpf 6', 'streetAddition': '', 'zip': '86972', 'city': 'Altenstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 47.821836967469, 'lon': 10.882931922944}",0,,,[],,,,,,,,,
33225,305205008,Laurentius Apotheke Dr. Rolf Schaffnit,"{'street': 'Ludwigstr. 47', 'streetAddition': '', 'zip': '69483', 'city': 'Wald-Michelbach', 'phone': '', 'title': '', 'active': False}","{'lat': 49.571829975667, 'lon': 8.8250549207449}",0,,,[],+49 6207 2207,"Ludwigstr. 47, 69483 Wald-Michelbach",Apothekenleistungen und -dienstleistungen,,,,,,https://www.companyhouse.de/Laurentius-Apotheke-Dr-Rolf-Schaffnit-eK-Wald-Michelbach-Odw-Wald-Michelbach
34667,308801493,Laurentius-Apotheke Markus Bockelt,"{'street': 'Thomas-Mann-Str. 3', 'streetAddition': '', 'zip': '97616', 'city': 'Bad Neustadt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.332008944517, 'lon': 10.206320940777}",0,,,[],,,,,,,,,
38683,308804668,Laurentius-Apotheke Thomas Bsonek,"{'street': 'Goethestr. 60', 'streetAddition': '', 'zip': '63801', 'city': 'Kleinostheim', 'phone': '', 'title': '', 'active': False}","{'lat': 50.00115795015, 'lon': 9.067690956964}",0,,,[],,,Apotheke,"Laurentius-Apotheke Thomas Bsonek eK. ist eine Apotheke, sich auf die Vermarktung von Arzneimitteln und anderen Gesundheitsprodukten spezialisiert hat. Das Unternehmen zeichnet sich durch seine Notdienstangebote und Rezept-Dienstleistungen aus. Der Zweck der Geschäftstätigkeit ist es, Patienten und Kunden mit qualitativ hochwertigen Gesundheitsprodukten und Dienstleistungen zu versorgen.",,Eingetragener Kaufmann,,,https://www.companyhouse.de/Laurentius-Apotheke-Thomas-Bsonek-eK-Kleinostheim
12009,331421615,lausitzmed Medizindienstleistungen GmbH & Co. KG,"{'street': 'Friesestr. 15', 'streetAddition': '', 'zip': '02681', 'city': 'Kirschau', 'phone': '', 'title': '', 'active': False}","{'lat': 51.092700962864, 'lon': 14.425876983054}",0,,,[],+49 3592 5439810,"Friesestr. 15, 02681 Schirgiswalde-Kirschau",Großhandel,Medizindienstleistungen und medizinischer Fachhandel.,"Matthias Karg, Sandra Locke",,,,https://www.companyhouse.de/lausitzmed-Medizindienstleistungen-GmbH-Co-KG-Schirgiswalde-Kirschau
37002,307903381,Lavendel-Apotheke Doris Trepmann,"{'street': 'Loschwitzer Str. 51', 'streetAddition': '', 'zip': '01309', 'city': 'Dresden', 'phone': '', 'title': '', 'active': False}","{'lat': 51.052243945788, 'lon': 13.805017962702}",0,,,[],,,,,,,,,
12342,330641163,Lay Mario  Sanitätshaus,"{'street': 'Gutenbergstr. 5', 'streetAddition': '', 'zip': '65343', 'city': 'Eltville', 'phone': '', 'title': '', 'active': False}","{'lat': 50.026570986205, 'lon': 8.1199869273443}",0,orthopaedie-technik-Lay@t-online.de,,[],,,,,,,,,
20296,308511608,Lech-Apotheke Marc Schmid,"{'street': 'Hubert-von-Herkomer-Str. 111 - 112', 'streetAddition': '', 'zip': '86899', 'city': 'Landsberg', 'phone': '', 'title': '', 'active': False}","{'lat': 48.048739952103, 'lon': 10.87603393954}",0,info@lech-apotheke.de,lech-apotheke.de,[],+49 8191 4020,"Hubert-von-Herkommerstr. 111/112, 86899 Landsberg am Lech",Apothekenbetrieb,"Lech-Apotheke Marc Schmid e. K. ist eine Apotheke, Gesundheitsversorgung und -beratung anbietet. Die wichtigsten Merkmale des Unternehmens sind die Bereitstellung von Medikamenten und Gesundheitsberatung. Der Hauptzweck der Geschäftstätigkeit von Lech-Apotheke Marc Schmid e. K. besteht darin, den Gesundheitsbedürfnissen der Kunden zu dienen und ihnen eine umfassende Gesundheitsversorgung anzubieten.",Hubert Landsberg/Lech,Eingetragener Kaufmann,,,https://www.companyhouse.de/Lech-Apotheke-Marc-Schmid-e-K-Landsberg-am-Lech
37444,305904970,Leine-Apotheke Michael Posmyk,"{'street': 'Bergstr. 7', 'streetAddition': '', 'zip': '37327', 'city': 'Leinefelde-Worbis', 'phone': '', 'title': '', 'active': False}","{'lat': 51.386639582273, 'lon': 10.323108754908}",0,leineapo@gmail.com,leine-apotheke-leinefelde.de,[],+49 3605 501600,"Bergstraße 7, 37327 Leinefelde-Worbis",Apothekenleistungen,"Leine Apotheke Michael Posmyk e. K. ist eine Apotheke, sich auf die Beratung und Versorgung ihrer Kunden in Sachen Gesundheit in Leinefelde-Worbis konzentriert. Das Unternehmen bietet eine Vielzahl von Leistungen, darunter Beratung, Vorbestellung, Kundenkarte und Notdienstsuche. Der Zweck der Geschäftstätigkeit der Leine Apotheke ist es, den Gesundheitsbedürfnissen ihrer Kunden zu entsprechen und ihnen individuelle Beratung und Versorgung anzubieten.",Michael Posmyk,HRA 503692 Amtsgericht Jena,,,https://www.companyhouse.de/Leine-Apotheke-Michael-Posmyk-e-K-Leinefelde-Worbis
33111,305307955,Leipziger Apotheke Yeter Cilaci,"{'street': 'Leipziger Str. 46', 'streetAddition': '', 'zip': '60487', 'city': 'Frankfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.122313949216, 'lon': 8.6467729338388}",0,,,[],,"Leipzigerstr. 46, 60487 Frankfurt am Main",Einzelhandel,,Yeter Cilaci,,,,https://www.companyhouse.de/Leipziger-Apotheke-Apothekerin-Yeter-Cilaci-Frankfurt-am-Main
38903,307503844,Lemberg-Apotheke Daniel Mulfinger  Hauptapotheke,"{'street': 'Hauptstr. 49', 'streetAddition': '', 'zip': '78559', 'city': 'Gosheim', 'phone': '', 'title': '', 'active': False}","{'lat': 48.135063952271, 'lon': 8.7524799391094}",0,,,[],,,,,,,,,
23396,305803295,Lenchen-Apotheke Kyung Kim Lee,"{'street': 'Rheingaustr. 43', 'streetAddition': '', 'zip': '65375', 'city': 'Oestrich-Winkel', 'phone': '', 'title': '', 'active': False}","{'lat': 50.005467964488, 'lon': 8.029216928955}",0,,,[],,,,,,,,,
6881,309516104,Leo-Apotheke Andreas Wassmann,"{'street': 'Müllerstr. 152', 'streetAddition': '', 'zip': '13353', 'city': 'Berlin', 'phone': '', 'title': '', 'active': False}","{'lat': 52.54645198281, 'lon': 13.358543947722}",0,,,[],,,,,,,,,
20288,308511744,Leonhardi-Apotheke Klaus Deutinger e.K.,"{'street': 'Tegernseerstr. 100', 'streetAddition': '', 'zip': '83700', 'city': 'Weißach', 'phone': '', 'title': '', 'active': False}","{'lat': 47.685438999436, 'lon': 11.758868915695}",0,,,[],,,Pharmazie,Betrieb einer Apotheke,Klaus Deutinger,HRA 104297 Amtsgericht München,,,https://www.companyhouse.de/Leonhardi-Apotheke-inh-Klaus-Deutinger-eK-Kreuth
22898,308605725,Leopold-Apotheke Jörg von Rücker  Filialapotheke,"{'street': 'Leopoldstr. 14', 'streetAddition': '', 'zip': '95030', 'city': 'Hof', 'phone': '', 'title': '', 'active': False}","{'lat': 50.325771982259, 'lon': 11.899709930043}",0,,,[],,,,,,,,,
20361,308704770,Lerchen-Apotheke Stefan Thomas e.K.,"{'street': 'Möhrendorfer Str. 25 a', 'streetAddition': '', 'zip': '91056', 'city': 'Erlangen', 'phone': '', 'title': '', 'active': False}","{'lat': 49.602899945007, 'lon': 10.982280922128}",0,lerchen_apotheke@yahoo.de,lerchenapotheke.de,[],+49 9131 41510,"Möhrendorferstr. 25A, 91056 Erlangen",Apothekenleistungen,"Lerchen Apotheke Stefan Thomas e.K. bietet Beratung, Hilfe und Informationen zu Gesundheitsthemen an. Das Unternehmen steht seinen Kunden mit Rat und Tat zur Verfügung und bietet eine direkte Telefonnummer für Anfragen. Der Hauptzweck der Geschäftstätigkeit von Lerchen Apotheke Stefan Thomas e.K. besteht darin, Gesundheitsberatung und -dienstleistungen anzubieten.",,Eingetragener Kaufmann,,,https://www.companyhouse.de/Lerchen-Apotheke-Stefan-Thomas-eK-Erlangen
